,EntryID,Reaction,Buffer,ECNumber,CellularLocation,UniProtKB_AC,Tissue,Enzyme Variant,Enzymename,Organism,Temperature,pH,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
91,59999,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0008, ,1.8E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
92,60000,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
93,60000,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.333499999999999e-07, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
94,60000,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
95,60000,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0008300000000000001, ,1.3E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
96,60001,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
97,60001,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0005, ,1.2E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
98,60001,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
99,60001,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.333499999999999e-07, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
100,60002,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,8.333499999999999e-07, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
101,60002,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
102,60002,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.00053, ,2.9E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
103,60002,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
104,60003,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate, , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
105,60003,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,kcat, , , ,-,-,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
106,60003,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,2.083375e-05, ,-,katal*l^(-1),Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
107,60003,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[50 mM sodium borate, 50 mM sodium borate]",5.3.1.6,"[unknown, unknown, unknown]",P0A7Z0,-,wildtype,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0059, ,9E-4,M,Biosynthesis of amino acids,D-Ribulose 5-phosphate,1104357.0,"Essenberg MK, Cooper RA: Two ribose-5-phosphate isomerases from Escherichia coli K12: partial characterisation of the enzymes and consideration of their possible physiological roles., Eur J Biochem 1975 (55) , 323-32",kcat*E*S/(Km+S),65,D-Ribose 5-phosphate
108,63845,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.4, , , ,R01056,Michaelis-Menten, ,kcat, ,52.0, ,2E0,s^(-1),Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
109,63845,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.4, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.0011, ,2E-4,M,Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
110,63845,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.4, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,9.300000000000001e-08, ,-,M,Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
111,63845,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.4, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate,0.001,0.01,-,M,Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
112,63845,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.4, , , ,R01056,Michaelis-Menten, ,kcat/Km,D-Ribose 5-phosphate,47000.0, ,9E3,M^(-1)*s^(-1),Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
113,63846,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , , ,Michaelis-Menten, ,Km,D-Allose 6-phosphate,0.0005, ,2E-4,M, ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
114,63846,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , , ,Michaelis-Menten, ,concentration,D-Allose 6-phosphate,0.0008,0.006,-,M, ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
115,63846,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , , ,Michaelis-Menten, ,concentration,Enzyme,5.2e-08, ,-,M, ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
116,63846,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , , ,Michaelis-Menten, ,kcat, ,6.1, ,3E-1,s^(-1), ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
117,63846,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P37351,-,wildtype EcRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Escherichia coli,37.0,7.5, , , , ,Michaelis-Menten, ,kcat/Km,D-Allose 6-phosphate,12000.0, ,5E3,M^(-1)*s^(-1), ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
118,63847,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.4, , , ,R01056,Michaelis-Menten, ,kcat, ,47.0, ,2E0,s^(-1),Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
119,63847,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.4, , , ,R01056,Michaelis-Menten, ,concentration,D-Ribose 5-phosphate,0.001,0.02,-,M,Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
120,63847,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.4, , , ,R01056,Michaelis-Menten, ,kcat/Km,D-Ribose 5-phosphate,50000.0, ,2E4,M^(-1)*s^(-1),Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
121,63847,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.4, , , ,R01056,Michaelis-Menten, ,concentration,Enzyme,9.5e-08, ,-,M,Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
122,63847,D-Ribose 5-phosphate = D-Ribulose 5-phosphate,"[100 mM triethanolamine, 100 mM triethanolamine]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.4, , , ,R01056,Michaelis-Menten, ,Km,D-Ribose 5-phosphate,0.001, ,4E-4,M,Metabolic pathways,D-Ribulose 5-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),65,D-Ribose 5-phosphate
123,63848,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.5, , , , ,Michaelis-Menten, ,Km,D-Allose 6-phosphate,0.016, ,2E-3,M, ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
124,63848,D-Allose 6-phosphate = D-Psicose 6-phosphate,"[50 mM Tris-HCl, 5 mM MESNA, 50 mM Tris-HCl, 5 mM MESNA]",5.3.1.6,"[unknown, unknown, unknown]",P9WKD7,-,wildtype MtRpiB N-terminal His-tag,ribose-5-phosphate isomerase,Mycobacterium tuberculosis,37.0,7.5, , , , ,Michaelis-Menten, ,kcat, ,0.22, ,-,s^(-1), ,D-Psicose 6-phosphate,18640127.0,"Roos AK, Mariano S, Kowalinski E, Salmon L, Mowbray SL: D-ribose-5-phosphate isomerase B from Escherichia coli is also a functional D-allose-6-phosphate isomerase, while the Mycobacterium tuberculosis enzyme is not, J Mol Biol 2008 (382) , 667-79",(E*kcat)*S/(Km+S),15050,D-Allose 6-phosphate
